feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,CD1a-100-a,CD1a-100-b,CD1a-150-a,CD1a-150-b,CD1a-20-a,CD1a-20-b,CD1a-50-a,CD1a-50-b,CD1a-75-a,CD1a-75-b,CD1c-100-a,CD1c-100-b,CD1c-150-a,CD1c-150-b,CD1c-20-a,CD1c-20-b,CD1c-50-a,CD1c-50-b,CD1c-75-a,CD1c-75-b
,,,,,,,shortname,CD1aBa,CD1aBb,CD1aAa,CD1aAb,CD1aEa,CD1aEb,CD1aDa,CD1aDb,CD1aCa,CD1aCb,CD1cBa,CD1cBb,CD1cAa,CD1cAb,CD1cEa,CD1cEb,CD1cDa,CD1cDb,CD1cCa,CD1cCb
,,,,,,,cohort,CD1a-100,CD1a-100,CD1a-150,CD1a-150,CD1a-20,CD1a-20,CD1a-50,CD1a-50,CD1a-75,CD1a-75,CD1c-100,CD1c-100,CD1c-150,CD1c-150,CD1c-20,CD1c-20,CD1c-50,CD1c-50,CD1c-75,CD1c-75
DAG 15:1;0_16:0;0,DAG,GL,MEM,31,1,0,,2.82457995414734,NA,3.97673010826111,3.43038010597229,0.669897019863129,0.711619973182678,NA,1.61063003540039,1.97412002086639,2.168869972229,NA,NA,NA,NA,0.874266028404236,NA,NA,NA,NA,0.937631011009216
DAG 14:0;0_18:0;0,DAG,GL,MEM,32,0,0,,2.36331009864807,2.29457998275757,3.03805994987488,3.06990003585815,0.537194013595581,0.536713004112244,1.13818001747131,1.36125004291534,1.61766004562378,1.67997002601624,NA,NA,NA,NA,0.37126299738884,NA,NA,NA,NA,NA
DAG 15:0;0_17:0;0,DAG,GL,MEM,32,0,0,,0.722185015678406,0.759809970855713,1.02915000915527,1.00761997699738,NA,NA,NA,0.451885998249054,0.448825985193253,0.523298025131226,NA,NA,NA,NA,0.767507016658783,NA,NA,NA,NA,0.588715016841888
DAG 16:0;0_16:0;0,DAG,GL,MEM,32,0,0,,10.2996997833252,9.9874095916748,14.1274995803833,13.9699001312256,NA,NA,NA,NA,7.50620985031128,8.0623197555542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 14:0;0_18:1;0,DAG,GL,MEM,32,1,0,,27.1933002471924,27.7877006530762,42.1088981628418,31.5501003265381,5.52546977996826,4.8990797996521,13.8416996002197,13.8886995315552,18.0116004943848,19.9451999664307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 15:0;0_17:1;0,DAG,GL,MEM,32,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55866801738739,NA,NA,NA,NA,NA
DAG 16:0;0_16:1;0,DAG,GL,MEM,32,1,0,,42.4361000061035,47.9999008178711,69.9607009887695,62.9468994140625,9.64321994781494,8.65262985229492,23.3887996673584,23.2639999389648,34.996898651123,36.8652000427246,22.7674007415771,20.2756996154785,28.3213005065918,30.1772994995117,8.23721027374268,4.81132984161377,12.5426998138428,11.5836000442505,15.6239995956421,20.2831993103027
DAG 14:0;0_18:2;0,DAG,GL,MEM,32,2,0,,0.345981985330582,0.331528007984161,0.363806992769241,0.327773988246918,NA,NA,NA,NA,0.174649998545647,0.20440499484539,NA,NA,NA,NA,0.235575005412102,NA,NA,NA,NA,NA
DAG 14:1;0_18:1;0,DAG,GL,MEM,32,2,0,,2.01443004608154,2.2563099861145,2.90991997718811,2.58235001564026,NA,NA,1.0959700345993,1.19869005680084,1.46894001960754,1.58411002159119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 15:1;0_17:1;0,DAG,GL,MEM,32,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24702399969101,NA,NA,NA,NA,NA
DAG 16:0;0_16:2;0,DAG,GL,MEM,32,2,0,,0.857128024101257,0.953876972198486,1.32658004760742,1.14853000640869,0.312406003475189,NA,0.43836298584938,NA,0.590406000614166,0.651961028575897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:1;0_16:1;0,DAG,GL,MEM,32,2,0,,6.73021984100342,7.69068002700806,9.9987096786499,8.94003009796143,2.40546989440918,1.99610996246338,3.55901002883911,4.0184497833252,4.98057985305786,5.26089000701904,NA,NA,NA,NA,2.11186003684998,NA,2.12190008163452,NA,NA,NA
DAG 16:1;0_16:2;0,DAG,GL,MEM,32,3,0,,NA,NA,NA,NA,NA,NA,NA,2.04465007781982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:0;0_17:0;0,DAG,GL,MEM,33,0,0,,3.79208993911743,NA,NA,NA,NA,NA,NA,NA,NA,3.73030996322632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 13:0;0_20:1;0,DAG,GL,MEM,33,1,0,,0.219978004693985,NA,0.278490006923676,0.204289004206657,NA,NA,NA,0.0721094012260437,0.141635000705719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 15:0;0_18:1;0,DAG,GL,MEM,33,1,0,,7.33074998855591,6.81268978118896,12.3017997741699,9.18513011932373,NA,NA,3.57922005653381,3.59653997421265,5.21823978424072,5.85149002075195,3.91266989707947,3.07850003242493,4.44664001464844,5.15265989303589,1.79473996162415,NA,1.9852499961853,2.03044009208679,2.8017098903656,3.20453000068665
DAG 16:0;0_17:1;0,DAG,GL,MEM,33,1,0,,3.70256996154785,3.6539900302887,6.27409982681274,5.02369022369385,NA,NA,1.89302003383636,1.91858005523682,2.8684298992157,3.05200004577637,1.25373995304108,NA,1.36351001262665,1.60441994667053,NA,NA,NA,NA,NA,1.07552003860474
DAG 16:1;0_17:0;0,DAG,GL,MEM,33,1,0,,2.3483099937439,2.19648003578186,3.38486003875732,2.81414008140564,NA,NA,1.42486000061035,1.4137099981308,1.95341002941132,2.06574988365173,NA,NA,NA,NA,1.30226004123688,NA,NA,NA,NA,NA
DAG 16:0;0_18:0;0,DAG,GL,MEM,34,0,0,,19.2418994903564,19.9797992706299,27.7127990722656,24.6875991821289,5.01577997207642,4.81951999664307,10.2185001373291,11.1465997695923,14.4686002731323,15.2262001037598,NA,NA,NA,NA,3.56717991828918,NA,NA,3.25869011878967,NA,5.60652017593384
DAG 14:0;0_20:1;0,DAG,GL,MEM,34,1,0,,NA,1.10757994651794,NA,1.47931003570557,0.19828000664711,0.263911008834839,0.570100009441376,NA,1.32886004447937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:0;0_18:1;0,DAG,GL,MEM,34,1,0,,105.206001281738,116.735000610352,158.701995849609,143.001007080078,20.0506992340088,20.0694999694824,53.1556015014648,53.1703987121582,81.6516036987305,NA,60.8088989257812,53.0717010498047,73.272102355957,75.0507965087891,15.0165996551514,11.8565998077393,28.2485008239746,29.7674007415771,41.7038993835449,47.6996994018555
DAG 16:1;0_18:0;0,DAG,GL,MEM,34,1,0,,7.4206600189209,9.54860973358154,11.4693002700806,10.2377004623413,1.56637001037598,1.59557998180389,3.96269011497498,4.22053003311157,6.75537014007568,92.6143035888672,3.17897009849548,3.24124002456665,7.05445003509521,6.13384008407593,1.73372995853424,1.12267994880676,2.22699999809265,2.51044011116028,3.82986998558044,4.12137985229492
DAG 16:0;0_18:2;0,DAG,GL,MEM,34,2,0,,2.09456992149353,2.23009991645813,2.88871002197266,2.58963990211487,NA,0.554865002632141,0.94641900062561,0.975705981254578,1.62764000892639,1.71340000629425,0.930016994476318,1.0393500328064,1.10837996006012,1.38002002239227,0.961759984493256,NA,0.555248975753784,0.568476974964142,0.769438028335571,1.07871997356415
DAG 16:1;0_18:1;0,DAG,GL,MEM,34,2,0,,57.9733009338379,64.2702026367188,85.7514038085938,75.1585006713867,10.8920001983643,10.9745998382568,28.6777992248535,28.1091995239258,43.9514007568359,44.7901992797852,16.3747005462646,16.6445007324219,21.4888000488281,24.6189994812012,5.41009998321533,3.78834009170532,8.84346008300781,8.75209999084473,12.7402000427246,14.4464998245239
DAG 16:2;0_18:0;0,DAG,GL,MEM,34,2,0,,NA,0.50320702791214,0.51690798997879,NA,NA,NA,NA,NA,0.122868001461029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 17:1;0_17:1;0,DAG,GL,MEM,34,2,0,,NA,0.130367994308472,0.24711999297142,0.324016988277435,NA,0.034493200480938,0.127048000693321,NA,0.0688455998897552,0.200086995959282,0.242182999849319,0.24864299595356,0.400988012552261,0.416379004716873,0.145003005862236,0.0376022011041641,NA,0.216962993144989,0.20456799864769,0.315194010734558
DAG 16:1;0_18:2;0,DAG,GL,MEM,34,3,0,,1.02468001842499,0.968212008476257,1.35166001319885,1.16025996208191,0.976001977920532,NA,0.653982996940613,0.591472029685974,0.785373985767365,0.686878025531769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:2;0_18:1;0,DAG,GL,MEM,34,3,0,,2.32980990409851,2.46029996871948,3.47271990776062,2.76531004905701,NA,NA,1.39399003982544,1.48362004756927,1.85864996910095,1.70670998096466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 15:0;0_20:1;0,DAG,GL,MEM,35,1,0,,0.561112999916077,0.573511004447937,0.884643018245697,0.709774017333984,NA,0.138576999306679,NA,0.279345989227295,0.406320989131927,0.463073998689651,0.750299990177155,0.804427981376648,1.16017997264862,1.25329995155334,NA,NA,NA,NA,0.625095009803772,NA
DAG 16:0;0_19:1;0,DAG,GL,MEM,35,1,0,,0.569925010204315,0.729372978210449,0.980669021606445,0.899178028106689,0.155836999416351,0.213251993060112,0.304538995027542,0.298999011516571,0.456095993518829,0.460126996040344,0.191138997673988,0.282979011535645,0.364598006010056,0.373459994792938,0.184413999319077,NA,NA,NA,NA,0.223280996084213
DAG 16:1;0_19:0;0,DAG,GL,MEM,35,1,0,,0.15183299779892,0.163521006703377,NA,NA,NA,NA,NA,NA,NA,0.11675900220871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 17:0;0_18:1;0,DAG,GL,MEM,35,1,0,,7.25628995895386,7.74865007400513,11.6990995407104,10.5066995620728,NA,2.48123002052307,3.88197994232178,3.98827004432678,5.42199993133545,5.1184401512146,4.81547021865845,5.46581983566284,7.58240985870361,7.62849998474121,2.20354008674622,NA,4.60903978347778,3.66218996047974,3.73102998733521,4.79627990722656
DAG 17:1;0_18:0;0,DAG,GL,MEM,35,1,0,,0.615146994590759,0.636703014373779,NA,0.792715013027191,NA,NA,NA,NA,0.451622992753983,0.398054987192154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 15:0;0_20:2;0,DAG,GL,MEM,35,2,0,,NA,NA,0.137391999363899,0.0952979996800423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:0;0_19:2;0,DAG,GL,MEM,35,2,0,,0.168640002608299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 16:1;0_19:1;0,DAG,GL,MEM,35,2,0,,0.264429986476898,0.26349800825119,0.456622987985611,0.279846012592316,NA,NA,0.156047999858856,0.157857000827789,0.192456007003784,0.247510999441147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 17:0;0_18:2;0,DAG,GL,MEM,35,2,0,,NA,0.0935968980193138,0.193571001291275,0.1093769967556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAG 17:1;0_18:1;0,DAG,GL,MEM,35,2,0,,4.87373018264771,5.53781986236572,8.09955024719238,6.35419988632202,1.19893002510071,1.74962997436523,2.35426998138428,2.84562993049622,3.54613995552063,4.45840978622437,NA,NA,NA,NA,1.47213995456696,NA,NA,NA,NA,NA
